STATE,COUNTY,CASES
North Carolina,Greene,3
North Carolina,Guilford,44
North Carolina,Halifax,3
North Carolina,Harnett,15
North Carolina,Henderson,16
North Carolina,Hertford,3
North Carolina,Hoke,3
North Carolina,Iredell,25
North Carolina,Jackson,1
North Carolina,Johnston,11
North Carolina,Lee,2
North Carolina,Lenoir,3
North Carolina,Lincoln,3
North Carolina,McDowell,7
North Carolina,Mecklenburg,382
North Carolina,Mitchell,1
North Carolina,Montgomery,3
North Carolina,Moore,8
North Carolina,Nash,4
North Carolina,New Hanover,30
North Carolina,Northampton,26
North Carolina,Onslow,6
North Carolina,Orange,30
North Carolina,Pamlico,1
North Carolina,Pasquotank,2
North Carolina,Perquimans,1
North Carolina,Person,1
North Carolina,Pitt,25
North Carolina,Polk,2
North Carolina,Randolph,17
North Carolina,Robeson,2
North Carolina,Rowan,18
North Carolina,Rutherford,2
North Carolina,Sampson,1
North Carolina,Scotland,2
North Carolina,Stanly,5
North Carolina,Surry,2
North Carolina,Swain,1
North Carolina,Transylvania,3
North Carolina,Union,38
North Carolina,Vance,3
North Carolina,Wake,180
North Carolina,Washington,1
North Carolina,Watauga,5
North Carolina,Wayne,4
North Carolina,Wilkes,2
North Carolina,Wilson,13
North Carolina,Yadkin,2
North Dakota,Barnes,2
North Dakota,Burleigh,29
North Dakota,Cass,23
North Dakota,Divide,1
North Dakota,Dunn,1
North Dakota,Foster,1
North Dakota,Grand Forks,2
North Dakota,McHenry,1
North Dakota,McIntosh,1
North Dakota,McLean,2
North Dakota,Mercer,1
North Dakota,Morton,14
North Dakota,Mountrail,4
North Dakota,Pierce,2
North Dakota,Ramsey,3
North Dakota,Sioux,1
North Dakota,Stark,11
North Dakota,Walsh,1
North Dakota,Ward,9
Ohio,Allen,4
Ohio,Ashland,2
Ohio,Ashtabula,6
Ohio,Athens,3
Ohio,Auglaize,2
Ohio,Belmont,8
Ohio,Brown,1
Ohio,Butler,30
Ohio,Carroll,5
Ohio,Champaign,3
Ohio,Clark,6
Ohio,Clermont,9
Ohio,Clinton,3
Ohio,Columbiana,11
Ohio,Coshocton,5
Ohio,Crawford,5
Ohio,Cuyahoga,493
Ohio,Darke,12
Ohio,Defiance,5
Ohio,Delaware,38
Ohio,Erie,5
Ohio,Fairfield,13
Ohio,Fayette,1
Ohio,Franklin,281
Ohio,Fulton,2
Ohio,Gallia,1
Ohio,Geauga,22
Ohio,Greene,3
Ohio,Hamilton,101
Ohio,Hancock,3
Ohio,Highland,1
Ohio,Holmes,1
Ohio,Huron,3
Ohio,Jefferson,7
Ohio,Knox,3
Ohio,Lake,43
Ohio,Lawrence,1
Ohio,Licking,21
Ohio,Logan,3
Ohio,Lorain,78
Ohio,Lucas,114
Ohio,Madison,5
Ohio,Mahoning,117
Ohio,Marion,7
Ohio,Medina,48
Ohio,Mercer,2
Ohio,Miami,46
Ohio,Montgomery,31
Ohio,Muskingum,2
Ohio,Ottawa,2
Ohio,Pickaway,5
Ohio,Pike,1
Ohio,Portage,32
Ohio,Preble,1
Ohio,Richland,5
Ohio,Ross,1
Ohio,Sandusky,3
Ohio,Seneca,3
Ohio,Shelby,4
Ohio,Stark,44
Ohio,Summit,118
Ohio,Trumbull,42
Ohio,Tuscarawas,7
Ohio,Union,4
Ohio,Van Wert,1
Ohio,Warren,20
Ohio,Washington,3
Ohio,Wayne,7
Ohio,Wood,13
Ohio,Wyandot,1
Oklahoma,Adair,4
Oklahoma,Beckham,1
Oklahoma,Bryan,1
Oklahoma,Caddo,1
Oklahoma,Canadian,15
Oklahoma,Carter,1
Oklahoma,Cherokee,1
Oklahoma,Choctaw,1
Oklahoma,Cleveland,60
Oklahoma,Comanche,12
Oklahoma,Cotton,1
Oklahoma,Craig,1
Oklahoma,Creek,18
Oklahoma,Custer,4
Oklahoma,Delaware,7
Oklahoma,Garfield,2
Oklahoma,Garvin,6
Oklahoma,Grady,3
Oklahoma,Jackson,1
Oklahoma,Kay,20
Oklahoma,Latimer,1
Oklahoma,Le Flore,1
Oklahoma,Lincoln,4
Oklahoma,Logan,4
Oklahoma,Love,1
Oklahoma,Mayes,4
Oklahoma,McClain,2
Oklahoma,Muskogee,7
Oklahoma,Noble,3
Oklahoma,Nowata,4
Oklahoma,Oklahoma,134
Oklahoma,Okmulgee,3
Oklahoma,Osage,11
Oklahoma,Ottawa,6
Oklahoma,Pawnee,15
Oklahoma,Payne,14
Oklahoma,Pittsburg,2
Oklahoma,Pontotoc,3
Oklahoma,Pottawatomie,2
Oklahoma,Rogers,1
Oklahoma,Seminole,1
Oklahoma,Sequoyah,2
Oklahoma,Stephens,2
Oklahoma,Texas,1
Oklahoma,Tulsa,65
Oklahoma,Wagoner,8
Oklahoma,Washington,20
Oregon,Benton,10
Oregon,Clackamas,40
Oregon,Clatsop,3
Oregon,Columbia,1
Oregon,Deschutes,25
Oregon,Douglas,8
Oregon,Grant,1
Oregon,Hood River,2
Oregon,Jackson,20
Oregon,Josephine,10
Oregon,Klamath,4
Oregon,Lane,12
Oregon,Lincoln,1
Oregon,Linn,36
Oregon,Marion,123
Oregon,Morrow,1
Oregon,Multnomah,99
Oregon,Polk,15
Oregon,Tillamook,3
Oregon,Umatilla,4
Oregon,Union,1
Oregon,Wasco,5
Oregon,Washington,168
Oregon,Yamhill,14
Pennsylvania,Adams,8
Pennsylvania,Allegheny,290
Pennsylvania,Armstrong,3
Pennsylvania,Beaver,44
Pennsylvania,Berks,82
Pennsylvania,Blair,6
Pennsylvania,Bradford,3
Pennsylvania,Bucks,249
Pennsylvania,Butler,49
Pennsylvania,Cambria,2
Pennsylvania,Cameron,1
Pennsylvania,Carbon,13
Pennsylvania,Centre,24
Pennsylvania,Chester,146
Pennsylvania,Clarion,1
Pennsylvania,Clearfield,4
Pennsylvania,Columbia,6
Pennsylvania,Crawford,4
Pennsylvania,Cumberland,24
Pennsylvania,Dauphin,36
Pennsylvania,Delaware,303
Pennsylvania,Erie,13
Pennsylvania,Fayette,11
Pennsylvania,Franklin,12
Pennsylvania,Greene,7
Pennsylvania,Huntingdon,1
Pennsylvania,Indiana,2
Pennsylvania,Juniata,3
Pennsylvania,Lackawanna,62
Pennsylvania,Lancaster,97
Pennsylvania,Lawrence,10
Pennsylvania,Lebanon,27
Pennsylvania,Lehigh,231
Pennsylvania,Luzerne,150
Pennsylvania,Lycoming,4
Pennsylvania,McKean,1
Pennsylvania,Mercer,7
Pennsylvania,Mifflin,2
Pennsylvania,Monroe,182
Pennsylvania,Montgomery,540
Pennsylvania,Montour,10
Pennsylvania,Northampton,184
Pennsylvania,Northumberland,1
Pennsylvania,Perry,1
Pennsylvania,Philadelphia,1072
Pennsylvania,Pike,39
Pennsylvania,Potter,2
Pennsylvania,Schuylkill,30
Pennsylvania,Snyder,2
Pennsylvania,Somerset,2
Pennsylvania,Susquehanna,1
Pennsylvania,Tioga,1
Pennsylvania,Union,4
Pennsylvania,Venango,1
Pennsylvania,Warren,1
Pennsylvania,Washington,26
Pennsylvania,Wayne,10
Pennsylvania,Westmoreland,55
Pennsylvania,York,54
Rhode Island,Bristol,14
Rhode Island,Kent,32
Rhode Island,Newport,21
Rhode Island,Providence,214
Rhode Island,Unknown,99
Rhode Island,Washington,28
South Carolina,Abbeville,3
South Carolina,Aiken,9
South Carolina,Anderson,31
South Carolina,Barnwell,1
South Carolina,Beaufort,74
South Carolina,Berkeley,14
South Carolina,Calhoun,2
South Carolina,Charleston,123
South Carolina,Chester,2
South Carolina,Chesterfield,6
South Carolina,Clarendon,18
South Carolina,Colleton,5
South Carolina,Darlington,11
South Carolina,Dillon,1
South Carolina,Dorchester,12
South Carolina,Edgefield,2
South Carolina,Fairfield,5
South Carolina,Florence,15
South Carolina,Georgetown,11
South Carolina,Greenville,88
South Carolina,Greenwood,3
South Carolina,Horry,32
South Carolina,Jasper,3
South Carolina,Kershaw,99
South Carolina,Lancaster,14
South Carolina,Laurens,3
South Carolina,Lee,5
South Carolina,Lexington,41
South Carolina,Marion,2
South Carolina,Marlboro,2
South Carolina,Newberry,2
South Carolina,Oconee,4
South Carolina,Orangeburg,21
South Carolina,Pickens,13
South Carolina,Richland,135
South Carolina,Saluda,1
South Carolina,Spartanburg,30
South Carolina,Sumter,34
South Carolina,Union,3
South Carolina,Williamsburg,2
South Carolina,York,43
South Dakota,Aurora,1
South Dakota,Beadle,20
South Dakota,Bon Homme,1
South Dakota,Brookings,1
South Dakota,Brown,3
South Dakota,Butte,1
South Dakota,Charles Mix,1
South Dakota,Clark,1
South Dakota,Clay,3
South Dakota,Codington,5
South Dakota,Davison,2
South Dakota,Deuel,1
South Dakota,Fall River,1
South Dakota,Faulk,1
South Dakota,Hamlin,1
South Dakota,Hughes,1
South Dakota,Hutchinson,2
South Dakota,Lawrence,5
South Dakota,Lincoln,4
South Dakota,Lyman,1
South Dakota,Marshall,1
South Dakota,McCook,1
South Dakota,Meade,1
South Dakota,Minnehaha,28
South Dakota,Pennington,5
South Dakota,Roberts,1
South Dakota,Todd,1
South Dakota,Turner,1
South Dakota,Union,1
South Dakota,Unknown,1
South Dakota,Yankton,4
Tennessee,Anderson,9
Tennessee,Bedford,1
Tennessee,Benton,3
Tennessee,Bledsoe,2
Tennessee,Blount,10
Tennessee,Bradley,9
Tennessee,Campbell,4
Tennessee,Cannon,2
Tennessee,Carroll,5
Tennessee,Carter,1
Tennessee,Cheatham,8
Tennessee,Chester,3
Tennessee,Claiborne,2
Tennessee,Cocke,1
Tennessee,Coffee,1
Tennessee,Cumberland,11
Tennessee,Davidson,443
Tennessee,DeKalb,4
Tennessee,Dickson,12
Tennessee,Dyer,3
Tennessee,Fayette,10
Tennessee,Fentress,1
Tennessee,Franklin,5
Tennessee,Gibson,5
Tennessee,Giles,1
Tennessee,Greene,12
Tennessee,Grundy,2
Tennessee,Hamblen,2
Tennessee,Hamilton,40
Tennessee,Hardeman,1
Tennessee,Hardin,1
Tennessee,Hawkins,4
Tennessee,Haywood,2
Tennessee,Henry,1
Tennessee,Houston,1
Tennessee,Jefferson,5
Tennessee,Johnson,2
Tennessee,Knox,52
Tennessee,Lawrence,2
Tennessee,Lewis,2
Tennessee,Lincoln,1
Tennessee,Loudon,8
Tennessee,Macon,3
Tennessee,Madison,5
Tennessee,Marion,6
Tennessee,Marshall,1
Tennessee,Maury,11
Tennessee,McMinn,3
Tennessee,McNairy,1
Tennessee,Meigs,1
Tennessee,Monroe,3
Tennessee,Montgomery,13
Tennessee,Morgan,1
Tennessee,Obion,1
Tennessee,Overton,2
Tennessee,Perry,2
Tennessee,Putnam,24
Tennessee,Roane,2
Tennessee,Robertson,27
Tennessee,Rutherford,57
Tennessee,Scott,2
Tennessee,Sevier,7
Tennessee,Shelby,396
Tennessee,Smith,1
Tennessee,Sullivan,11
Tennessee,Sumner,164
Tennessee,Tipton,16
Tennessee,Trousdale,3
Tennessee,Unicoi,1
Tennessee,Union,1
Tennessee,Unknown,22
Tennessee,Warren,1
Tennessee,Washington,14
Tennessee,Wayne,1
Tennessee,Weakley,1
Tennessee,White,1
Tennessee,Williamson,111
Tennessee,Wilson,32
Texas,Andrews,1
Texas,Angelina,3
Texas,Aransas,2
Texas,Atascosa,2
Texas,Austin,2
Texas,Bastrop,6
Texas,Bell,28
Texas,Bexar,157
Texas,Blanco,1
Texas,Bowie,4
Texas,Brazoria,61
Texas,Brazos,44
Texas,Brown,3
Texas,Burleson,1
Texas,Burnet,2
Texas,Caldwell,1
Texas,Calhoun,3
Texas,Cameron,20
Texas,Cass,2
Texas,Castro,8
Texas,Chambers,5
Texas,Cherokee,2
Texas,Collin,134
Texas,Comal,9
Texas,Cooke,1
Texas,Coryell,1
Texas,Crane,1
Texas,Dallas,549
Texas,Dawson,1
Texas,Deaf Smith,2
Texas,Denton,191
Texas,DeWitt,3
Texas,Eastland,3
Texas,Ector,3
Texas,El Paso,47
Texas,Ellis,16
Texas,Erath,1
Texas,Falls,1
Texas,Fannin,1
Texas,Fayette,2
Texas,Fort Bend,119
Texas,Franklin,1
Texas,Gaines,1
Texas,Galveston,92
Texas,Grayson,6
Texas,Gregg,5
Texas,Grimes,2
Texas,Guadalupe,13
Texas,Hale,1
Texas,Hall,1
Texas,Hardin,9
Texas,Harris,563
Texas,Harrison,1
Texas,Hays,16
Texas,Henderson,1
Texas,Hidalgo,28
Texas,Hill,1
Texas,Hockley,7
Texas,Hood,3
Texas,Hopkins,2
Texas,Hunt,3
Texas,Jackson,1
Texas,Jefferson,18
Texas,Jim Wells,1
Texas,Johnson,8
Texas,Karnes,2
Texas,Kaufman,3
Texas,Kendall,7
Texas,Kleberg,1
Texas,Lamar,3
Texas,Lamb,1
Texas,Lavaca,1
Texas,Leon,1
Texas,Liberty,2
Texas,Limestone,2
Texas,Llano,3
Texas,Lubbock,51
Texas,Lynn,2
Texas,Martin,1
Texas,Matagorda,13
Texas,Maverick,1
Texas,McLennan,39
Texas,Medina,3
Texas,Midland,13
Texas,Milam,2
Texas,Montague,1
Texas,Montgomery,66
Texas,Moore,1
Texas,Morris,1
Texas,Nacogdoches,2
Texas,Navarro,3
Texas,Nueces,22
Texas,Oldham,2
Texas,Orange,5
Texas,Parker,4
Texas,Polk,1
Texas,Potter,5
Texas,Randall,6
Texas,Robertson,2
Texas,Rockwall,4
Texas,Rusk,3
Texas,San Jacinto,1
Texas,San Patricio,1
Texas,Shelby,2
Texas,Smith,32
Texas,Starr,2
Texas,Swisher,1
Texas,Tarrant,139
Texas,Taylor,7
Texas,Terry,3
Texas,Tom Green,5
Texas,Travis,206
Texas,Upshur,2
Texas,Uvalde,2
Texas,Val Verde,5
Texas,Van Zandt,2
Texas,Victoria,6
Texas,Walker,3
Texas,Washington,8
Texas,Webb,32
Texas,Wharton,6
Texas,Wichita,28
Texas,Willacy,2
Texas,Williamson,37
Texas,Wilson,2
Texas,Wise,1
Texas,Yoakum,1
Texas,Young,1
Utah,Box Elder,7
Utah,Cache,6
Utah,Davis,77
Utah,Garfield,1
Utah,Iron,4
Utah,Morgan,3
Utah,Salt Lake,363
Utah,San Juan,4
Utah,Summit,176
Utah,Tooele,9
Utah,Uintah,1
Utah,Unknown,8
Utah,Utah,58
Utah,Wasatch,45
Utah,Washington,8
Utah,Weber,36
Vermont,Addison,21
Vermont,Bennington,17
Vermont,Caledonia,2
Vermont,Chittenden,133
Vermont,Franklin,11
Vermont,Lamoille,13
Vermont,Orange,4
Vermont,Orleans,5
Vermont,Rutland,6
Vermont,Unknown,2
Vermont,Washington,13
Vermont,Windham,11
Vermont,Windsor,18
Virginia,Accomack,6
Virginia,Albemarle,19
Virginia,Alexandria city,26
Virginia,Alleghany,1
Virginia,Amelia,1
Virginia,Amherst,3
Virginia,Arlington,86
Virginia,Bedford,2
Virginia,Botetourt,5
Virginia,Bristol city,1
Virginia,Charles City,1
Virginia,Charlottesville city,13
Virginia,Chesapeake city,18
Virginia,Chesterfield,21
Virginia,Culpeper,3
Virginia,Danville city,4
Virginia,Fairfax,225
Virginia,Fairfax city,1
Virginia,Fauquier,6
Virginia,Fluvanna,3
Virginia,Franklin,5
Virginia,Frederick,10
Virginia,Fredericksburg city,1
Virginia,Galax city,1
Virginia,Gloucester,7
Virginia,Goochland,6
Virginia,Greene,1
Virginia,Greensville,3
Virginia,Halifax,1
Virginia,Hampton city,9
Virginia,Hanover,5
Virginia,Harrisonburg city,6
Virginia,Henrico,44
Virginia,Henry,1
Virginia,Hopewell city,3
Virginia,Isle of Wight,3
Virginia,James City,73
Virginia,King George,3
Virginia,King William,1
Virginia,Lancaster,1
Virginia,Lee,2
Virginia,Loudoun,61
Virginia,Louisa,8
Virginia,Lynchburg city,4
Virginia,Madison,3
Virginia,Manassas city,7
Virginia,Manassas Park city,1
Virginia,Mathews,2
Virginia,Mecklenburg,4
Virginia,Montgomery,1
Virginia,Nelson,2
Virginia,New Kent,1
Virginia,Newport News city,18
Virginia,Norfolk city,17
Virginia,Northampton,1
Virginia,Northumberland,2
Virginia,Nottoway,1
Virginia,Orange,1
Virginia,Petersburg city,2
Virginia,Pittsylvania,1
Virginia,Poquoson city,2
Virginia,Portsmouth city,4
Virginia,Powhatan,3
Virginia,Prince Edward,2
Virginia,Prince George,5
Virginia,Prince William,79
Virginia,Radford city,1
Virginia,Richmond city,25
Virginia,Roanoke,2
Virginia,Roanoke city,6
Virginia,Rockbridge,2
Virginia,Rockingham,5
Virginia,Shenandoah,6
Virginia,Smyth,1
Virginia,Southampton,1
Virginia,Spotsylvania,6
Virginia,Stafford,20
Virginia,Suffolk city,3
Virginia,Tazewell,2
Virginia,Unknown,0
Virginia,Virginia Beach city,52
Virginia,Warren,2
Virginia,Washington,2
Virginia,Williamsburg city,7
Virginia,Winchester city,3
Virginia,Wythe,1
Virginia,York,11
Washington,Adams,7
Washington,Benton,101
Washington,Chelan,15
Washington,Clallam,6
Washington,Clark,110
Washington,Columbia,1
Washington,Cowlitz,13
Washington,Douglas,5
Washington,Ferry,1
Washington,Franklin,32
Washington,Grant,58
Washington,Grays Harbor,1
Washington,Island,95
Washington,Jefferson,14
Washington,King,2332
Washington,Kitsap,63
Washington,Kittitas,8
Washington,Klickitat,7
Washington,Lewis,10
Washington,Lincoln,1
Washington,Mason,2
Washington,Okanogan,3
Washington,Pierce,352
Washington,San Juan,4
Washington,Skagit,101
Washington,Skamania,1
Washington,Snohomish,1126
Washington,Spokane,140
Washington,Stevens,4
Washington,Thurston,43
Washington,Unknown,247
Washington,Walla Walla,7
Washington,Whatcom,116
Washington,Whitman,6
Washington,Yakima,147
West Virginia,Berkeley,14
West Virginia,Cabell,1
West Virginia,Greenbrier,3
West Virginia,Hancock,3
West Virginia,Harrison,10
West Virginia,Jackson,8
West Virginia,Jefferson,6
West Virginia,Kanawha,23
West Virginia,Logan,2
West Virginia,Marion,5
West Virginia,Marshall,4
West Virginia,Mason,3
West Virginia,Mercer,2
West Virginia,Monongalia,31
West Virginia,Morgan,1
West Virginia,Ohio,9
West Virginia,Pleasants,1
West Virginia,Preston,2
West Virginia,Putnam,4
West Virginia,Raleigh,3
West Virginia,Randolph,1
West Virginia,Roane,2
West Virginia,Tucker,2
West Virginia,Upshur,1
West Virginia,Wetzel,1
West Virginia,Wirt,1
West Virginia,Wood,2
Wisconsin,Bayfield,2
Wisconsin,Brown,7
Wisconsin,Calumet,1
Wisconsin,Chippewa,7
Wisconsin,Clark,3
Wisconsin,Columbia,9
Wisconsin,Dane,183
Wisconsin,Dodge,8
Wisconsin,Door,1
Wisconsin,Douglas,6
Wisconsin,Dunn,3
Wisconsin,Eau Claire,10
Wisconsin,Fond du Lac,22
Wisconsin,Grant,1
Wisconsin,Green,5
Wisconsin,Iowa,3
Wisconsin,Iron,1
Wisconsin,Jackson,2
Wisconsin,Jefferson,8
Wisconsin,Juneau,3
Wisconsin,Kenosha,30
Wisconsin,La Crosse,16
Wisconsin,Marathon,2
Wisconsin,Marinette,1
Wisconsin,Marquette,2
Wisconsin,Milwaukee,663
Wisconsin,Monroe,1
Wisconsin,Oneida,3
Wisconsin,Outagamie,9
Wisconsin,Ozaukee,36
Wisconsin,Pierce,6
Wisconsin,Portage,1
Wisconsin,Racine,21
Wisconsin,Richland,2
Wisconsin,Rock,15
Wisconsin,Sauk,13
Wisconsin,Sheboygan,8
Wisconsin,St. Croix,4
Wisconsin,Vilas,3
Wisconsin,Walworth,6
Wisconsin,Washington,34
Wisconsin,Waukesha,93
Wisconsin,Waupaca,1
Wisconsin,Winnebago,10
Wisconsin,Wood,2
Wyoming,Albany,1
Wyoming,Campbell,1
Wyoming,Carbon,3
Wyoming,Converse,1
Wyoming,Fremont,24
Wyoming,Goshen,1
Wyoming,Hot Springs,1
Wyoming,Johnson,5
Wyoming,Laramie,20
Wyoming,Natrona,9
Wyoming,Park,1
Wyoming,Sheridan,8
Wyoming,Sublette,1
Wyoming,Sweetwater,2
Wyoming,Teton,17
